transaction_id,transaction_date,facility_name,department,spend_category,vendor_name,product_description,unit_price,quantity,total_amount,contract_type,ppi_flag
TXN-102301,2024-06-12,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Scalpel — Disposable (box),222.61,7,1558.27,GPO,False
TXN-100569,2024-06-12,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Revision Knee Tibial Baseplate,5285.93,3,15857.79,Local,True
TXN-102800,2024-06-12,Riverside General Hospital,Surgical Supplies,Surgical Supplies,BD,Drape — Surgical (case),488.63,3,1465.89,GPO,False
TXN-101045,2024-06-12,St. Joseph's University Hospital,Orthopedics,Orthopedics,Smith+Nephew,Acetabular Cup w/ Liner,4512.64,3,13537.92,Local,True
TXN-102723,2024-06-12,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Scalpel — Disposable (box),262.49,3,787.47,Local,False
TXN-100476,2024-06-12,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Thoracolumbar Pedicle Screw Set,2688.13,1,2688.13,Local,True
TXN-100457,2024-06-12,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,Reverse Shoulder System,11499.63,1,11499.63,Off-Contract,True
TXN-103873,2024-06-12,Riverside General Hospital,Radiology,Radiology,Hologic,MRI Contrast Agent — Gadolinium (case),803.54,1,803.54,GPO,False
TXN-103450,2024-06-13,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Hemostatic Matrix (5mL),1988.01,1,1988.01,Local,True
TXN-104810,2024-06-13,Northside Community Hospital,Vascular,Vascular,Boston Scientific,Drug-Eluting Stent,5835.1,1,5835.1,Local,False
TXN-103996,2024-06-13,Riverside General Hospital,Radiology,Radiology,Siemens Healthineers,Ultrasound Probe — Convex,6033.7,1,6033.7,GPO,False
TXN-102091,2024-06-13,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Stapler — Linear,956.49,20,19129.8,GPO,False
TXN-105120,2024-06-13,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Baxter,Hand Sanitizer — Wall Mount (case),509.95,7,3569.65,GPO,False
TXN-101822,2024-06-13,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Gown — Sterile (case),551.06,5,2755.3,Local,False
TXN-103299,2024-06-13,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Platelet-Rich Plasma Prep Kit,1534.13,1,1534.13,Local,True
TXN-101494,2024-06-14,Northside Community Hospital,Biomedical Equipment,Biomedical Equipment,Agiliti,Stretcher — Emergency,4533.58,1,4533.58,GPO,False
TXN-102136,2024-06-14,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gown — Sterile (case),902.85,17,15348.45,GPO,False
TXN-101612,2024-06-14,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Philips,ECG Machine — 12-Lead,4825.47,2,9650.94,Off-Contract,False
TXN-101325,2024-06-14,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,ECG Machine — 12-Lead,5371.04,1,5371.04,GPO,False
TXN-103569,2024-06-14,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Hemostatic Matrix (5mL),1910.16,3,5730.48,GPO,True
TXN-100958,2024-06-14,Riverside General Hospital,Orthopedics,Orthopedics,Stryker,Shoulder Arthroplasty System,9171.46,1,9171.46,GPO,True
TXN-103669,2024-06-14,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Alginate Dressing (box),338.63,6,2031.78,GPO,True
TXN-101034,2024-06-14,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Bone Cement (40g),286.28,7,2003.96,Off-Contract,True
TXN-104101,2024-06-14,St. Joseph's University Hospital,Radiology,Radiology,Canon Medical,Fluoroscopy Drape (case),322.73,1,322.73,GPO,False
TXN-104095,2024-06-14,Memorial Regional Medical Center,Radiology,Radiology,Philips,Mammography QC Phantom,1709.45,7,11966.15,GPO,False
TXN-103100,2024-06-15,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Bone Graft Substitute — DBM Putty,3193.21,1,3193.21,GPO,False
TXN-104005,2024-06-15,Riverside General Hospital,Radiology,Radiology,Philips,Mammography QC Phantom,1149.18,2,2298.36,Local,False
TXN-101414,2024-06-15,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Surgical Table — Powered,63226.23,3,189678.69,Off-Contract,False
TXN-100425,2024-06-15,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,Surgical Power Drill — Ortho,5453.93,1,5453.93,Local,False
TXN-102882,2024-06-15,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Baxter,Surgical Suture — Absorbable (box),832.35,3,2497.05,GPO,False
TXN-102832,2024-06-15,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,B.Braun,Hemostatic Agent — Topical,1571.88,5,7859.4,Off-Contract,False
TXN-105351,2024-06-15,Riverside General Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Face Mask — Surgical (case),415.43,4,1661.72,Off-Contract,False
TXN-105599,2024-06-15,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,BD,Thermometer — Digital (each),126.31,3,378.93,Off-Contract,False
TXN-104290,2024-06-15,Memorial Regional Medical Center,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Repair Parts — Electrosurgical Unit,2331.75,1,2331.75,Off-Contract,False
TXN-104464,2024-06-15,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,GE Healthcare,Calibration Service — Defibrillators,2478.04,5,12390.2,GPO,False
TXN-102199,2024-06-15,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Baxter,Laparoscopic Trocar Set,2185.5,4,8742.0,GPO,False
TXN-100010,2024-06-15,Memorial Regional Medical Center,Orthopedics,Orthopedics,Globus Medical,Locking Plate System — Proximal Humerus,1203.92,1,1203.92,Local,True
TXN-102562,2024-06-16,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Stapler Reload Cartridge (6-pack),1967.04,16,31472.64,GPO,False
TXN-103178,2024-06-16,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Amniotic Membrane Allograft,6847.86,2,13695.72,GPO,True
TXN-100808,2024-06-16,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Surgical Power Drill — Ortho,4433.41,1,4433.41,Local,True
TXN-100260,2024-06-16,Memorial Regional Medical Center,Orthopedics,Orthopedics,Smith+Nephew,Revision Knee Tibial Baseplate,6149.85,4,24599.4,Local,True
TXN-104029,2024-06-16,Memorial Regional Medical Center,Radiology,Radiology,Philips,Radiation Dosimeter Badge (quarterly),37.09,2,74.18,GPO,False
TXN-101480,2024-06-16,Northside Community Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Electrosurgical Unit,7559.53,1,7559.53,GPO,False
TXN-102498,2024-06-16,Northside Community Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Scalpel — Disposable (box),353.68,3,1061.04,GPO,False
TXN-104177,2024-06-16,Riverside General Hospital,Radiology,Radiology,Philips,Radiation Dosimeter Badge (quarterly),53.52,3,160.56,GPO,False
TXN-105261,2024-06-16,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,IV Pole — Rolling,659.48,15,9892.2,GPO,False
TXN-103541,2024-06-16,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Skin Substitute — Bioengineered (per cm²),1888.04,4,7552.16,GPO,True
TXN-103084,2024-06-17,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Antimicrobial Silver Dressing (box),790.28,4,3161.12,Local,False
TXN-103680,2024-06-17,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Foam Dressing — Adhesive (box),505.31,1,505.31,Local,True
TXN-101155,2024-06-17,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Philips,Electrosurgical Unit,8028.65,5,40143.25,Local,False
TXN-104096,2024-06-17,Riverside General Hospital,Radiology,Radiology,Canon Medical,CR Imaging Plate,2192.19,4,8768.76,GPO,False
TXN-105208,2024-06-17,Riverside General Hospital,Other/Miscellaneous,Other/Miscellaneous,B.Braun,Crutches — Aluminum (pair),267.82,4,1071.28,GPO,False
TXN-104045,2024-06-17,Memorial Regional Medical Center,Radiology,Radiology,Philips,Fluoroscopy Drape (case),316.79,2,633.58,Off-Contract,False
TXN-105424,2024-06-17,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,B.Braun,Wheelchair — Standard,3937.21,1,3937.21,Local,False
TXN-102814,2024-06-17,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Specimen Container — Sterile (case),329.73,1,329.73,GPO,False
TXN-101315,2024-06-17,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Agiliti,Stretcher — Emergency,7356.81,1,7356.81,Local,False
TXN-101796,2024-06-18,Northside Community Hospital,Surgical Supplies,Surgical Supplies,BD,Hemostatic Agent — Topical,1147.32,3,3441.96,Local,False
TXN-102277,2024-06-18,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Baxter,Wound Closure Strip (box),178.16,1,178.16,GPO,False
TXN-100287,2024-06-18,Riverside General Hospital,Orthopedics,Orthopedics,Stryker,Locking Plate System — Proximal Humerus,1189.53,3,3568.59,GPO,False
TXN-104394,2024-06-18,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,PM Service — Patient Monitors (quarterly),5574.66,1,5574.66,Local,False
TXN-102986,2024-06-18,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Medtronic,Surgical Gloves — Sterile (case),540.48,23,12431.04,Local,False
TXN-101670,2024-06-19,Riverside General Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Energy Device — Ultrasonic Shears,3123.42,13,40604.46,GPO,False
TXN-103250,2024-06-19,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Collagen Wound Dressing (box),1343.27,1,1343.27,GPO,False
TXN-101435,2024-06-19,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Agiliti,Patient Monitor — Bedside,8745.9,1,8745.9,GPO,True
TXN-101049,2024-06-19,Memorial Regional Medical Center,Orthopedics,Orthopedics,DePuy Synthes,Spinal Rod System (Titanium),2183.17,1,2183.17,Off-Contract,True
TXN-102598,2024-06-19,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Medtronic,Hemostatic Agent — Topical,809.02,11,8899.22,Local,False
TXN-101191,2024-06-19,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Agiliti,Bed — Med-Surg Electric,14018.41,1,14018.41,GPO,False
TXN-100066,2024-06-20,Riverside General Hospital,Orthopedics,Orthopedics,Globus Medical,Primary Total Hip System,9883.41,9,88950.69,Off-Contract,True
TXN-101576,2024-06-20,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Bed — Med-Surg Electric,12624.46,1,12624.46,Off-Contract,False
TXN-103607,2024-06-20,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Foam Dressing — Adhesive (box),233.85,1,233.85,Local,True
TXN-101916,2024-06-20,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Hemostatic Agent — Topical,1242.81,1,1242.81,GPO,False
TXN-103841,2024-06-21,Valley Health System — Main Campus,Radiology,Radiology,Philips,Mammography QC Phantom,1582.83,1,1582.83,Off-Contract,False
TXN-101694,2024-06-21,Northside Community Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Laparoscopic Trocar Set,2365.05,2,4730.1,GPO,False
TXN-102068,2024-06-21,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,BD,Surgical Gloves — Sterile (case),712.71,7,4988.97,Off-Contract,False
TXN-100125,2024-06-21,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Thoracolumbar Pedicle Screw Set,3334.5,1,3334.5,GPO,True
TXN-104233,2024-06-21,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,GE Healthcare,PM Service — Infusion Pumps (quarterly),2688.62,1,2688.62,Local,False
TXN-104162,2024-06-21,St. Joseph's University Hospital,Radiology,Radiology,GE Healthcare,MRI Contrast Agent — Gadolinium (case),451.27,1,451.27,GPO,False
TXN-105188,2024-06-22,Northside Community Hospital,Other/Miscellaneous,Other/Miscellaneous,B.Braun,Hand Sanitizer — Wall Mount (case),478.02,2,956.04,GPO,False
TXN-101609,2024-06-22,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,ECG Machine — 12-Lead,6675.47,1,6675.47,GPO,False
TXN-105100,2024-06-22,Riverside General Hospital,Vascular,Vascular,Abbott,Vascular Closure Device,1046.2,1,1046.2,Local,True
TXN-101184,2024-06-23,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Fluid Warmer System,5838.35,1,5838.35,GPO,False
TXN-102617,2024-06-23,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Suture — Absorbable (box),703.37,3,2110.11,GPO,False
TXN-103967,2024-06-23,Northside Community Hospital,Radiology,Radiology,Philips,Mammography QC Phantom,2292.01,7,16044.07,Off-Contract,False
TXN-102770,2024-06-23,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Baxter,Hemostatic Agent — Topical,1219.75,4,4879.0,GPO,False
TXN-102295,2024-06-23,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Energy Device — Ultrasonic Shears,1795.04,15,26925.6,GPO,False
TXN-104816,2024-06-23,Memorial Regional Medical Center,Vascular,Vascular,Abbott,PTA Balloon Catheter,3051.26,1,3051.26,GPO,True
TXN-100877,2024-06-23,Northside Community Hospital,Orthopedics,Orthopedics,Arthrex,Reverse Shoulder System,8016.52,1,8016.52,Local,True
TXN-104465,2024-06-23,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Philips,On-Call Service Contract — Monthly,17647.88,1,17647.88,Local,False
TXN-105437,2024-06-23,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Sodexo,Face Mask — Surgical (case),165.57,1,165.57,Local,False
TXN-100878,2024-06-23,Northside Community Hospital,Orthopedics,Orthopedics,Stryker,ACL Reconstruction Graft System,2616.48,3,7849.44,GPO,True
TXN-103596,2024-06-23,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Negative Pressure Wound Therapy Kit,2890.11,1,2890.11,GPO,True
TXN-103692,2024-06-24,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,Baxter,Tissue Sealant — Fibrin (5mL),1196.61,1,1196.61,GPO,True
TXN-104484,2024-06-24,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,GE Healthcare,Firmware Update Service — Monitors,1891.01,2,3782.02,Local,False
TXN-103034,2024-06-24,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,BD,Stapler Reload Cartridge (6-pack),1769.85,3,5309.55,GPO,False
TXN-103565,2024-06-25,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Antimicrobial Silver Dressing (box),1339.4,2,2678.8,Off-Contract,True
TXN-104572,2024-06-25,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Firmware Update Service — Monitors,2149.03,1,2149.03,GPO,False
TXN-103038,2024-06-25,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Baxter,Surgical Suture — Non-Absorbable (box),405.27,4,1621.08,GPO,False
TXN-102752,2024-06-25,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Surgical Gloves — Sterile (case),588.23,6,3529.38,GPO,False
TXN-101544,2024-06-26,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Philips,Suction Unit — Portable,2212.42,1,2212.42,Off-Contract,False
TXN-101855,2024-06-26,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Cardinal Health,Irrigation Solution — 3L,243.54,2,487.08,Off-Contract,False
TXN-100567,2024-06-26,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Surgical Power Drill — Ortho,4371.22,5,21856.1,GPO,True
TXN-102249,2024-06-26,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Baxter,Surgical Drain — Closed Suction,188.39,3,565.17,GPO,False
TXN-100909,2024-06-26,St. Joseph's University Hospital,Orthopedics,Orthopedics,Medtronic,Revision Knee Tibial Baseplate,4394.66,1,4394.66,Local,True
TXN-101178,2024-06-27,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Transport Monitor,8928.57,1,8928.57,GPO,True
TXN-100228,2024-06-27,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Locking Plate System — Distal Radius,1651.14,9,14860.26,GPO,True
TXN-104977,2024-06-27,Northside Community Hospital,Vascular,Vascular,Teleflex,Central Venous Catheter Kit,290.02,5,1450.1,GPO,True
TXN-100947,2024-06-27,Memorial Regional Medical Center,Orthopedics,Orthopedics,Arthrex,Intramedullary Nail — Femoral,3408.07,1,3408.07,Local,True
TXN-103828,2024-06-27,St. Joseph's University Hospital,Radiology,Radiology,GE Healthcare,CR Imaging Plate,1424.12,4,5696.48,Local,False
TXN-104398,2024-06-27,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Annual Safety Testing — OR Suite,11116.27,1,11116.27,GPO,False
TXN-102851,2024-06-28,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Baxter,Laparoscopic Trocar Set,2350.4,4,9401.6,GPO,True
TXN-101080,2024-06-28,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Locking Plate System — Distal Radius,1859.01,2,3718.02,GPO,True
TXN-102384,2024-06-28,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Stapler Reload Cartridge (6-pack),1047.29,7,7331.03,GPO,False
TXN-104502,2024-06-28,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,PM Service — Patient Monitors (quarterly),5542.33,3,16626.99,GPO,False
TXN-101377,2024-06-28,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,BD,Ventilator — ICU,28667.04,1,28667.04,GPO,False
TXN-103172,2024-06-28,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Antimicrobial Silver Dressing (box),638.31,4,2553.24,GPO,True
TXN-102948,2024-06-28,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,B.Braun,Drape — Surgical (case),387.71,5,1938.55,GPO,False
TXN-102204,2024-06-28,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Stapler — Linear,770.38,2,1540.76,GPO,False
TXN-101719,2024-06-28,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Baxter,Hemostatic Agent — Topical,574.86,4,2299.44,GPO,False
TXN-101022,2024-06-28,Memorial Regional Medical Center,Orthopedics,Orthopedics,Medtronic,Locking Plate System — Proximal Humerus,3010.24,1,3010.24,Off-Contract,True
TXN-101552,2024-06-29,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Suction Unit — Portable,1974.58,3,5923.74,GPO,False
TXN-102265,2024-06-29,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Scalpel — Disposable (box),438.4,22,9644.8,Off-Contract,False
TXN-101093,2024-06-29,Northside Community Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Intramedullary Nail — Femoral,2548.31,1,2548.31,GPO,True
TXN-103384,2024-06-29,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Collagen Wound Dressing (box),1168.91,1,1168.91,Local,True
TXN-103926,2024-06-29,St. Joseph's University Hospital,Radiology,Radiology,Philips,Fluoroscopy Drape (case),336.93,6,2021.58,Local,False
TXN-101101,2024-06-30,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Agiliti,Surgical Headlight — LED,3812.71,1,3812.71,Local,False
TXN-100728,2024-06-30,Memorial Regional Medical Center,Orthopedics,Orthopedics,Smith+Nephew,Partial Knee Unicompartmental System,5776.38,1,5776.38,Off-Contract,True
TXN-101287,2024-06-30,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Agiliti,Fluid Warmer System,3870.31,4,15481.24,GPO,False
TXN-104876,2024-06-30,Riverside General Hospital,Vascular,Vascular,Medtronic,Dialysis Catheter Kit,472.63,1,472.63,GPO,True
TXN-101506,2024-06-30,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Philips,Ventilator — ICU,29738.63,2,59477.26,Off-Contract,False
TXN-103125,2024-07-01,Northside Community Hospital,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Tissue Sealant — Fibrin (5mL),1005.87,1,1005.87,Local,True
TXN-101246,2024-07-01,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Surgical Headlight — LED,2132.03,1,2132.03,Local,False
TXN-103199,2024-07-01,Northside Community Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Negative Pressure Wound Therapy Kit,1882.08,1,1882.08,GPO,True
TXN-104644,2024-07-01,St. Joseph's University Hospital,Vascular,Vascular,Medtronic,Drug-Eluting Stent,5651.19,1,5651.19,Local,True
TXN-100284,2024-07-01,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Surgical Power Drill — Ortho,6195.3,2,12390.6,Off-Contract,True
TXN-100941,2024-07-02,Riverside General Hospital,Orthopedics,Orthopedics,Arthrex,Revision Knee Tibial Baseplate,3938.92,3,11816.76,Local,True
TXN-105352,2024-07-02,Riverside General Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Thermometer — Digital (each),160.85,4,643.4,GPO,False
TXN-100695,2024-07-02,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,ACL Reconstruction Graft System,2235.66,4,8942.64,GPO,True
TXN-103920,2024-07-02,Memorial Regional Medical Center,Radiology,Radiology,GE Healthcare,Lead Apron — Lightweight,391.65,2,783.3,GPO,True
TXN-105307,2024-07-02,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Baxter,Exam Gloves — Nitrile (case),464.19,3,1392.57,Off-Contract,False
TXN-101312,2024-07-03,Northside Community Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Electrosurgical Unit,6164.91,3,18494.73,Local,False
TXN-100389,2024-07-03,Valley Health System — Main Campus,Orthopedics,Orthopedics,DePuy Synthes,Intramedullary Nail — Tibial,2502.09,3,7506.27,Local,True
TXN-104033,2024-07-03,Valley Health System — Main Campus,Radiology,Radiology,Siemens Healthineers,Mammography QC Phantom,2315.52,3,6946.56,Off-Contract,False
TXN-104734,2024-07-03,Valley Health System — Main Campus,Vascular,Vascular,Teleflex,Vascular Closure Device,747.53,7,5232.71,Local,True
TXN-102838,2024-07-04,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Baxter,Hemostatic Agent — Topical,882.62,3,2647.86,GPO,False
TXN-102597,2024-07-04,Riverside General Hospital,Surgical Supplies,Surgical Supplies,BD,Hemostatic Agent — Topical,842.89,7,5900.23,GPO,False
TXN-102689,2024-07-04,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Suture — Absorbable (box),593.31,1,593.31,GPO,False
TXN-101945,2024-07-04,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Gloves — Sterile (case),560.09,12,6721.08,Local,False
TXN-100511,2024-07-04,Memorial Regional Medical Center,Orthopedics,Orthopedics,DePuy Synthes,Cervical Interbody Fusion Cage,2557.23,1,2557.23,Local,True
TXN-101871,2024-07-04,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Irrigation Solution — 3L,153.7,14,2151.8,GPO,False
TXN-101602,2024-07-04,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Fluid Warmer System,3618.58,5,18092.9,GPO,False
TXN-104721,2024-07-04,St. Joseph's University Hospital,Vascular,Vascular,Abbott,PTA Balloon Catheter,1794.58,1,1794.58,Off-Contract,False
TXN-104458,2024-07-05,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Firmware Update Service — Monitors,2026.86,2,4053.72,GPO,False
TXN-101923,2024-07-05,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Drape — Surgical (case),446.97,1,446.97,Off-Contract,False
TXN-101162,2024-07-05,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Electrosurgical Unit,4686.59,3,14059.77,Local,False
TXN-100295,2024-07-05,Riverside General Hospital,Orthopedics,Orthopedics,Medtronic,Surgical Power Drill — Ortho,2938.64,1,2938.64,GPO,True
TXN-102208,2024-07-05,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Energy Device — Ultrasonic Shears,1245.06,1,1245.06,GPO,False
TXN-105030,2024-07-05,Memorial Regional Medical Center,Vascular,Vascular,Teleflex,Drug-Eluting Stent,7300.64,1,7300.64,Local,False
TXN-105581,2024-07-06,Riverside General Hospital,Other/Miscellaneous,Other/Miscellaneous,BD,Thermometer — Digital (each),116.71,1,116.71,Local,False
TXN-103917,2024-07-06,Northside Community Hospital,Radiology,Radiology,GE Healthcare,CT Contrast Agent — Iodinated (case),722.38,7,5056.66,GPO,False
TXN-101839,2024-07-06,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Medtronic,Drape — Surgical (case),422.01,5,2110.05,Off-Contract,False
TXN-100688,2024-07-06,Valley Health System — Main Campus,Orthopedics,Orthopedics,Medtronic,Meniscal Repair Device,1533.98,1,1533.98,Off-Contract,True
TXN-101157,2024-07-06,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Agiliti,Sequential Compression Device,1660.97,1,1660.97,GPO,False
TXN-101555,2024-07-06,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Medtronic,ECG Machine — 12-Lead,9034.95,1,9034.95,Off-Contract,False
TXN-105019,2024-07-06,Valley Health System — Main Campus,Vascular,Vascular,Medtronic,Drug-Eluting Stent,6033.17,1,6033.17,GPO,True
TXN-100019,2024-07-06,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,Bone Cement (40g),442.75,1,442.75,Off-Contract,True
TXN-101548,2024-07-06,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Philips,Patient Monitor — Bedside,4255.65,1,4255.65,GPO,False
TXN-102719,2024-07-07,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Specimen Container — Sterile (case),238.89,3,716.67,GPO,False
TXN-101159,2024-07-07,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Philips,ECG Machine — 12-Lead,7451.39,1,7451.39,Local,True
TXN-101340,2024-07-07,Northside Community Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Electrosurgical Unit,9157.95,5,45789.75,GPO,True
TXN-102915,2024-07-07,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Baxter,Irrigation Solution — 3L,192.07,16,3073.12,GPO,False
